Stock Number,Name,Brand,Collection,Department,Item Type,Styles,Gender,Materials,Description,Image 1,Details,Availability,Price Notes,Price,Width,Fit,Settings,Total Carat Weight,xItem Sub Type
"ER11109WDO","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","80RD=.18 2ONYX 14K","https://bassalijewelry.com/images/items/ER11109WDO.jpg","","1","","1350","","","","","Dangle"
"ER11110D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","178RD=.40 14KY","https://bassalijewelry.com/images/items/ER11110D.jpg","","2","","1620","","","","","Dangle"
"ER11110WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","178RD=.40 14K","https://bassalijewelry.com/images/items/ER11110WD.jpg","","4","","1620","","","","","Dangle"
"ER11111WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","160RD=.37 14K","https://bassalijewelry.com/images/items/ER11111WD.jpg","","1","","1500","","","","","Dangle"
"ER11112KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","158RD=.33 14K","https://bassalijewelry.com/images/items/ER11112KD.jpg","","1","","1560","","","","","Dangle"
"ER11112WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","158RD=.33 14K","https://bassalijewelry.com/images/items/ER11112WD.jpg","","1","","1560","","","","","Dangle"
"ER11113WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","176RD=.41 14KW","https://bassalijewelry.com/images/items/ER11113WD.jpg","","1","","1650","","","","","Dangle"
"ER11114WDLP","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","138RD=.32 2LAPS 14K","https://bassalijewelry.com/images/items/ER11114WDLP.jpg","","1","","1650","","","","","Dangle"
"ER11114WDTU","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","138RD=.32 2TURQ 14K","https://bassalijewelry.com/images/items/ER11114WDTU.jpg","","2","","1650","","","","","Dangle"
"ER11115KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","160RD=.35 14K","https://bassalijewelry.com/images/items/ER11115KD.jpg","","1","","1260","","","","","Dangle"
"ER11115WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","160RD=.35 14K","https://bassalijewelry.com/images/items/ER11115WD.jpg","","3","","1290","","","","","Dangle"
"ER11116WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","184RD=.42 14K","https://bassalijewelry.com/images/items/ER11116WD.jpg","","1","","1800","","","","","Dangle"
"ER7118DCH","","Bassali Jewelry","","Fashion","Earring","","M","18K Yellow Gold","16RD DI 306RD CH D=.12 CH=2.33","https://bassalijewelry.com/images/items/ER7118DCH.jpg","","1","","7500","","","","","Dangle"
"ER7121WDBD","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","136RD=.51 132BKDI BD=1.20 18K","https://bassalijewelry.com/images/items/ER7121WDBD.jpg","","1","","5700","","","","","Dangle"
"ER11180WDS","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","46RD=.17 2RD/SAPH S=.31 18K","https://bassalijewelry.com/images/items/ER11180WDS.jpg","","1","","1860","","","","","Dangle"
"ER11195WDS","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","50RD=.16 18SA=.15 18K","https://bassalijewelry.com/images/items/ER11195WDS.jpg","","1","","1650","","","","","Dangle"
"ER11198KDR","","Bassali Jewelry","","Fashion","Earring","","M","18K Rose Gold","58RD=.19 16RU=.13 18K","https://bassalijewelry.com/images/items/ER11198KDR.jpg","","1","","1530","","","","","Dangle"
"ER11210KDA","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","74RD=.38 2EC/AMET AM=6.90 14K","https://bassalijewelry.com/images/items/ER11210KDA.jpg","","1","","3150","","","","","Dangle"
"ER11218D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","100RD=.27 14K","https://bassalijewelry.com/images/items/ER11218D.jpg","","1","","1140","","","","","Dangle"
"ER7177D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","22RD=.20 14KY","https://bassalijewelry.com/images/items/ER7177D.jpg","","1","","1740","","","","","Hoops"
"ER7177KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","22RD=.20 14K","https://bassalijewelry.com/images/items/ER7177KD.jpg","","1","","1740","","","","","Hoops"
"ER7179DC","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","10RD DI 2RD CITR D=.05 C=3.90","https://bassalijewelry.com/images/items/ER7179DC.jpg","","1","","960","","","","","Dangle"
"ER7180DG","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","10RD=.05 2CC/GARN G=7.90","https://bassalijewelry.com/images/items/ER7180DG.jpg","","1","","1200","","","","","Dangle"
"ER11244WDR","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","44RD=.28 24RD/RUBY R=.26 18K","https://bassalijewelry.com/images/items/ER11244WDR.jpg","","1","","1950","","","","","Hoops"
"ER11275DA","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","46RD=.38 4AMET A=1.33 14KY","https://bassalijewelry.com/images/items/ER11275DA.jpg","","1","","1980","","","","","Dangle"
"ER11278DA","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","116RD=.62 6SC/AMET A=5.51 14K","https://bassalijewelry.com/images/items/ER11278DA.jpg","","2","","3780","","","","","Dangle"
"ER11278DO","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","116RD=.62 6SC/ONYX ON=6.80 14KY","https://bassalijewelry.com/images/items/ER11278DO.jpg","","2","","3600","","","","","Dangle"
"ER11278KDLB","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","116RD=.62 6SC/LBTP LB=7.96 14K","https://bassalijewelry.com/images/items/ER11278KDLB.jpg","","1","","4140","","","","","Dangle"
"ER11278WDLB","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","116RD=.62 6SC/LBTP LB=7.96 14K","https://bassalijewelry.com/images/items/ER11278WDLB.jpg","","1","","4140","","","","","Dangle"
"ER7272WDO","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","90RD DI=.18 ON=11.28","https://bassalijewelry.com/images/items/ER7272WDO.jpg","","1","","1800","","","","","Dangle"
"ER7274KDO","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","138RD=.51 ON=5.92","https://bassalijewelry.com/images/items/ER7274KDO.jpg","","1","","3300","","","","","Dangle"
"ER7326DG","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","16RD DI 2TR GARN D=.07 G=4.92","https://bassalijewelry.com/images/items/ER7326DG.jpg","","1","","900","","","","","Dangle"
"ER7327WDG","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","12RD DI 2EC GARN D=.06 G=5.00","https://bassalijewelry.com/images/items/ER7327WDG.jpg","","1","","900","","","","","Dangle"
"ER11279KDPQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","74RD=.35 2EC/PQTZ PQ=6.19 14KR","https://bassalijewelry.com/images/items/ER11279KDPQ.jpg","","1","","2250","","","","","Dangle"
"ER11279WDLB","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","74RD=.35 2ECLBTP LB=7.83 14K","https://bassalijewelry.com/images/items/ER11279WDLB.jpg","","2","","3060","","","","","Dangle"
"ER11350D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","44RD=.14 14K","https://bassalijewelry.com/images/items/ER11350D.jpg","","2","","810","","","","","Studs"
"ER11376DAZ","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","46RD=.14 2AZ=.95 14KY","https://bassalijewelry.com/images/items/ER11376DAZ.jpg","","1","","930","","","","","Studs"
"ER11376DMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","46RD=.14 2MP=.97 14KY","https://bassalijewelry.com/images/items/ER11376DMP.jpg","","3","","930","","","","","Studs"
"ER11376KDMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","46RD=.14 2MP=.97 14KR","https://bassalijewelry.com/images/items/ER11376KDMP.jpg","","4","","930","","","","","Studs"
"ER11376WDBA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","46RD=.14 2BAGT=.95 14KW","https://bassalijewelry.com/images/items/ER11376WDBA.jpg","","1","","930","","","","","Studs"
"ER7412WD","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","192RD DI=1.55 18K","https://bassalijewelry.com/images/items/ER7412WD.jpg","","1","","8850","","","","","Hoops"
"ER7472DBDC","","Bassali Jewelry","","Fashion","Earring","","M","18K Yellow Gold","156RD=.53 18CH=1.24 16BD=.65 18K","https://bassalijewelry.com/images/items/ER7472DBDC.jpg","","1","","6150","","","","","Dangle"
"ER11376WDLP","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","46RD=.14 2LP=.95 14KW","https://bassalijewelry.com/images/items/ER11376WDLP.jpg","","2","","930","","","","","Studs"
"ER11377DLP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","78RD=.16 4LP=.48 14KY","https://bassalijewelry.com/images/items/ER11377DLP.jpg","","1","","1140","","","","","Studs"
"ER11377DTU","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","78RD=.16 4TU=.47 14KY","https://bassalijewelry.com/images/items/ER11377DTU.jpg","","1","","1140","","","","","Studs"
"ER11378D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","24RD=.07 14KY","https://bassalijewelry.com/images/items/ER11378D.jpg","","3","","510","","","","","Studs"
"ER11380KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","22RD=.17 14KR","https://bassalijewelry.com/images/items/ER11380KD.jpg","","1","","840","","","","","Studs"
"ER11381D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","26RD=.09 14KY","https://bassalijewelry.com/images/items/ER11381D.jpg","","1","","690","","","","","Hoops"
"ER11381WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","26RD=.09 14KW","https://bassalijewelry.com/images/items/ER11381WD.jpg","","2","","690","","","","","Hoops"
"ER11382D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","28RD=.09 14KY","https://bassalijewelry.com/images/items/ER11382D.jpg","","1","","720","","","","","Hoops"
"ER11382WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","28RD=.09 14KW","https://bassalijewelry.com/images/items/ER11382WD.jpg","","1","","720","","","","","Hoops"
"ER11384KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","34RD=.10 14KR","https://bassalijewelry.com/images/items/ER11384KD.jpg","","4","","600","","","","","Studs"
"ER11384WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","34RD=.10 14KW","https://bassalijewelry.com/images/items/ER11384WD.jpg","","2","","600","","","","","Studs"
"ER11385WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","38RD=.11 14KW","https://bassalijewelry.com/images/items/ER11385WD.jpg","","2","","630","","","","","Studs"
"ER11415WD","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","18RD=.42 18K","https://bassalijewelry.com/images/items/ER11415WD.jpg","","1","","1980","","","","","Studs"
"ER11416WD","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","20RD=.27 18K","https://bassalijewelry.com/images/items/ER11416WD.jpg","","1","","1350","","","","","Studs"
"ER11433WDE","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","22RD=.21 10EM=1.26 18K","https://bassalijewelry.com/images/items/ER11433WDE.jpg","","1","","6300","","","","","Dangle"
"ER7492WDCH","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","32RD DI 30RD CHDI D=.72 CH=.72","https://bassalijewelry.com/images/items/ER7492WDCH.jpg","","1","","2700","","","","","Hoops"
"ER11469WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40BG=.69 14K","https://bassalijewelry.com/images/items/ER11469WD.jpg","","1","","2850","","","","","Dangle"
"ER11470WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","14BG=.40 14K","https://bassalijewelry.com/images/items/ER11470WD.jpg","","1","","1950","","","","","Hoops"
"ER11485D","","Bassali Jewelry","","Fashion","Earring","","M","18K Yellow Gold","48RD=.57 18K","https://bassalijewelry.com/images/items/ER11485D.jpg","","1","","2970","","","","","Studs"
"ER11487WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","86RD=.27 16BG=.47 14KW","https://bassalijewelry.com/images/items/ER11487WD.jpg","","1","","3150","","","","","Dangle"
"ER11509DMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","36RD=.08 2MP 14K","https://bassalijewelry.com/images/items/ER11509DMP.jpg","","1","","540","","","","","Dangle"
"ER11512D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","204RD=.45 14K","https://bassalijewelry.com/images/items/ER11512D.jpg","","1","","1650","","","","","Dangle"
"ER11512WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","204RD=.45 14KW","https://bassalijewelry.com/images/items/ER11512WD.jpg","","4","","1650","","","","","Dangle"
"ER11513WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","152RD=.37 14K","https://bassalijewelry.com/images/items/ER11513WD.jpg","","2","","1350","","","","","Dangle"
"ER11514D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","118RD=.28","https://bassalijewelry.com/images/items/ER11514D.jpg","","1","","1140","","","","","Dangle"
"ER11105DLP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","192RD=.42 4LAPS 14KY","https://bassalijewelry.com/images/items/ER11105DLP.jpg","","1","","2340","","","","","Dangle"
"ER11375DTU","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","34RD=.12 2TU=.78 14KY","https://bassalijewelry.com/images/items/ER11375DTU.jpg","","2","","810","","","","","Studs"
"ER11875XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","40RD=.10 14KYW","https://bassalijewelry.com/images/items/ER11875XD.jpg","","1","","840","","","","","Dangle"
"ER11968D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","28RD=.08 14KY","https://bassalijewelry.com/images/items/ER11968D.jpg","","4","","900","","","","","Hoops"
"ER12146ZD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","78RD=.25 14KWR","https://bassalijewelry.com/images/items/ER12146ZD.jpg","","3","","2250","","","","","Dangle"
"ER12455WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.63 14KW","https://bassalijewelry.com/images/items/ER12455WD.jpg","","1","","2400","","","","","Hoops"
"ER12564KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","136RD=.32 14KR","https://bassalijewelry.com/images/items/ER12564KD.jpg","","1","","1260","","","","","Dangle"
"ER7585DD","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","10RD DI 2OV PERD  D=.04 PD=2.4","https://bassalijewelry.com/images/items/ER7585DD.jpg","","1","","450","","","","","Dangle"
"ER11515D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","144RD=.42 14K","https://bassalijewelry.com/images/items/ER11515D.jpg","","1","","1380","","","","","Dangle"
"ER11516D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","204RD=.59 14K","https://bassalijewelry.com/images/items/ER11516D.jpg","","1","","1890","","","","","Dangle"
"ER11516WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","204RD=.59 14K","https://bassalijewelry.com/images/items/ER11516WD.jpg","","1","","1890","","","","","Dangle"
"ER11517WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","152RD=.43 14K","https://bassalijewelry.com/images/items/ER11517WD.jpg","","1","","1530","","","","","Dangle"
"ER11518KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","170RD=.47 14KR","https://bassalijewelry.com/images/items/ER11518KD.jpg","","1","","1590","","","","","Dangle"
"ER11519KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","260RD=.61 14K","https://bassalijewelry.com/images/items/ER11519KD.jpg","","1","","2100","","","","","Dangle"
"ER11519WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","260RD=.61 14KW","https://bassalijewelry.com/images/items/ER11519WD.jpg","","1","","2100","","","","","Dangle"
"ER11520WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","432RD=.96 14K","https://bassalijewelry.com/images/items/ER11520WD.jpg","","1","","3210","","","","","Dangle"
"ER11523KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","290RD=.66 14K","https://bassalijewelry.com/images/items/ER11523KD.jpg","","1","","2190","","","","","Dangle"
"ER11523WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","290RD=.66 14K","https://bassalijewelry.com/images/items/ER11523WD.jpg","","2","","2190","","","","","Dangle"
"ER11524WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","186RD=.52 14K","https://bassalijewelry.com/images/items/ER11524WD.jpg","","1","","1650","","","","","Dangle"
"ER11526D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","106RD=.24 14KY","https://bassalijewelry.com/images/items/ER11526D.jpg","","2","","1260","","","","","Dangle"
"ER11526KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","106RD=.24 14KR","https://bassalijewelry.com/images/items/ER11526KD.jpg","","1","","1260","","","","","Dangle"
"ER11532WDS","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","10RD=.07 46RD/SAPH S=.39 14K","https://bassalijewelry.com/images/items/ER11532WDS.jpg","","1","","1200","","","","","Hoops"
"ER11534WDS","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","36RD=.63 36RD/SAPH S=.81 14K","https://bassalijewelry.com/images/items/ER11534WDS.jpg","","1","","2880","","","","","Hoops"
"ER11540KDA","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","12RD=.05 16AM=.44 2AM=1.46 14K","https://bassalijewelry.com/images/items/ER11540KDA.jpg","","1","","1050","","","","","Dangle"
"ER11578WDA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","160RD=.38 2CC/AMET A=14.81 14K","https://bassalijewelry.com/images/items/ER11578WDA.jpg","","1","","3450","","","","","Dangle"
"ER11593D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","32RD=.28 14K","https://bassalijewelry.com/images/items/ER11593D.jpg","","1","","2250","","","","","Hoops"
"ER11594WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","116RD=.34 14K","https://bassalijewelry.com/images/items/ER11594WD.jpg","","2","","1530","","","","","Dangle"
"ER7658KDA","","Bassali Jewelry","","Fashion","Earring","","M","18K Rose Gold","44RD DI 2OV AMET D=.16 A=2.02","https://bassalijewelry.com/images/items/ER7658KDA.jpg","","1","","1860","","","","","Dangle"
"ER11655D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","26RD=.14 14K","https://bassalijewelry.com/images/items/ER11655D.jpg","","1","","660","","","","","Studs"
"ER11656D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","38RD=.10 14K","https://bassalijewelry.com/images/items/ER11656D.jpg","","1","","780","","","","","Studs"
"ER11659D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","20RD=.37 14K","https://bassalijewelry.com/images/items/ER11659D.jpg","","1","","1350","","","","","Hoops"
"ER11771WDS","","Bassali Jewelry","","Fashion","Earring","","M","18K White Gold","62RD=.49 2PS/SAPH S=1.05 18K","https://bassalijewelry.com/images/items/ER11771WDS.jpg","","1","","4380","","","","","Dangle"
"ER12749XD","","Bassali Jewelry","","Fashion","Earring","","M","14K Two-tone","92RD=.29 14KYW","https://bassalijewelry.com/images/items/ER12749XD.jpg","","1","","2160","","","","","Dangle"
"ER12759DS","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","24RD=.06 4SA=.04 14KY","https://bassalijewelry.com/images/items/ER12759DS.jpg","","1","","660","","","","","Studs"
"ER12759KDS","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","24RD=.06 4SA=.04 14KR","https://bassalijewelry.com/images/items/ER12759KDS.jpg","","1","","660","","","","","Studs"
"ER12760D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","14RD=.40 14KY","https://bassalijewelry.com/images/items/ER12760D.jpg","","1","","1620","","","","","Hoops"
